participantN,age,gender,trialN,task,condition,FeatConj,setSize,proportion,timelimit,stType,imgName,timeTS,timeRel,runLength,runTest,touchTS,runN,runNH,stPosX,stPosY,col,row,touchX,touchY,touchDist,targDist,touchN,error,switches,changeScreen,resp_pos,group_selected,group_same,group_switch,strict_line,blocked_grouped,ratio,run_length,cl_same,cl_other,cl_blue,cl_yellow
1,0,  ,1,0, r/g ,0,80,50,0.0, target2 , greenDot100S ,7026.72891665134,933.306333317887,5,5,7006.74,4,0,146.276670937619,490.774647000235,0.0,5.0,140.5,496.0,138.852439661678,118.587128794717,12,0,0,0,"[146.28, 490.77]",0,0,0,0,0,-0.0280287236002435,3.0,118.59031326377381,84.00429631870028,59.05376533295741,153.87788405095776
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,7443.3929999941,416.664083342766,1,0,7423.1,5,0,142.181336412369,594.55897087262,0.0,6.0,143.0,610.5,113.501101316243,103.865093494021,13,0,1,0,"[142.18, 594.56]",0,0,0,1,0,0.0299632233774432,4.0,175.0921086171504,80.35006222772947,53.862047863036196,195.9151413239926
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,7993.60541667556,550.212416681461,2,2,7973.11,5,0,119.708003154365,335.872997504725,0.0,3.0,108.5,340.5,271.037359048527,259.660323355379,14,0,0,0,"[119.71, 335.87]",0,0,0,1,0,0.0,0.0,128.53785784740617,157.16225660125906,87.64329808947173,70.59263205179417
1,0,  ,1,0, r/g ,0,80,50,0.0, target2 , greenDot100S ,10543.9480000059,2550.34258333035,1,0,10523.68,6,0,367.415006812452,184.665233815508,3.0,1.0,363.0,182.5,297.278488962791,290.211211811608,15,0,1,0,"[367.42, 184.67]",0,0,0,0,0,0.0,1.0,131.40483286393993,80.11572754459635,83.77857721398713,73.33221733999322
1,0,  ,1,0, r/g ,0,80,50,0.0, target2 , greenDot100S ,11110.2737916517,566.325791645795,2,2,11089.92,6,0,488.522608386894,133.655595902341,4.0,0.0,487.0,133.5,131.946959040366,131.411697801779,16,0,0,0,"[488.52, 133.66]",0,0,0,0,0,-0.0321846833714012,0.0,131.40483286393993,61.84067674273948,138.2266765136166,93.45662630332853
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,12177.0623750053,1066.78858335363,1,0,12156.82,7,0,663.868620349897,259.769490228966,6.0,2.0,660.5,265.5,217.702779036006,215.98828267653,17,0,1,0,"[663.87, 259.77]",0,0,0,1,0,0.0347621062592119,1.0,81.09822809408352,100.70370499639031,105.32434713778198,46.29618234800791
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,12376.9242916605,199.861916655209,2,0,12356.71,7,0,563.514427602364,197.609129882325,5.0,1.0,573.0,208.0,103.591746775503,118.046068974927,18,0,0,0,"[563.51, 197.61]",0,0,0,1,0,0.0,0.0,91.83993303568988,98.55507394345561,90.82539567764073,103.41956342974964
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,12693.7455416773,316.821250016801,3,0,12673.86,7,0,447.389962884699,179.84236888474,4.0,1.0,458.0,196.0,112.87160847618,117.475738356095,19,0,0,0,"[447.39, 179.84]",0,0,0,1,0,-0.0377885608893998,1.0,117.47181491745158,61.84067674273948,92.95436407183907,90.33601551983571
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,13060.5544583232,366.808916645823,4,0,13023.68,7,0,548.286908727214,107.044452653363,5.0,0.0,552.0,116.5,117.796434581018,124.417564226189,20,0,0,0,"[548.29, 107.04]",0,0,0,1,0,-0.0791812460476248,2.0,91.83993303568988,65.42994192263964,77.4118337206916,148.0227607498252
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,13427.0966666518,366.54220832861,5,0,13406.73,7,0,743.295211838141,195.219843736261,7.0,1.0,728.0,200.0,193.233666838882,214.01667662784,21,0,0,0,"[743.3, 195.22]",0,0,0,0,0,-0.1249387366082999,3.0,74.30784884519264,130.11934560241227,58.235223876962976,79.7263074524337
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,13660.4675416602,233.370875008404,6,0,13639.96,7,0,816.347507098064,182.502805864062,8.0,1.0,835.5,188.5,107.848273050615,74.1509332037422,22,0,0,0,"[816.35, 182.5]",0,0,0,1,0,-0.1760912590556812,4.0,74.14918003592494,87.6274078128527,85.40557944303168,63.341649015477955
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,13960.5277916708,300.060250010574,7,0,13940.12,7,0,744.376142916323,269.523775504606,7.0,2.0,734.5,265.5,120.113488001973,112.927084525198,23,0,0,0,"[744.38, 269.52]",0,0,0,0,0,-0.2340832060333679,5.0,74.30784884519264,131.79710011984335,132.53033954532825,65.73210554972357
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,14560.52525001,599.997458339203,8,0,14541.16,7,0,725.131156946642,425.36941445673,7.0,4.0,731.0,428.5,157.596002487373,157.029400640036,24,0,0,0,"[725.13, 425.37]",0,0,0,1,0,-0.3010299956639812,6.0,157.0343433774918,101.80441346032107,67.36197740565518,93.92103970889593
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,15010.5652916536,450.040041643661,9,0,14990.16,7,0,486.880058609146,407.589670376773,4.0,4.0,487.5,415.0,243.781151855512,238.91359349893,25,0,0,0,"[486.88, 407.59]",0,0,0,1,0,-0.380211241711606,7.0,223.5257419180171,97.84547511254674,56.55674760804407,82.94694026906596
1,0,  ,1,0, r/g ,0,80,50,0.0, target1 , redDot100S ,15577.376250003,566.810958349379,10,0,15556.87,7,0,281.220616676385,290.369722855754,2.0,2.0,282.0,299.0,234.372566654035,236.719923438914,26,0,0,0,"[281.22, 290.37]",0,0,0,1,0,-0.4771212547196624,8.0,159.9725632725812,136.39255844803264,64.10260057127171,79.23297104110131
