participantN;age;gender;trialN;task;condition;FeatConj;setSize;proportion;timelimit;stType;imgName;timeTS;timeRel;runLength;runTest;touchTS;runN;runNH;stPosX;stPosY;col;row;touchX;touchY;touchDist;targDist;touchN;error;switches;changeScreen
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;44319.3500416673;0.0;1;1;44299.08;1;0;142.290377137908;658.269903649047;0.0;7.0;150.0;671.0;0.0;0.0;1;0;2;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;44819.3868750022;266.662708334479;1;0;44799.02;2;0;215.445653626951;559.27679320659;1.0;6.0;234.0;563.0;80.5372584584303;123.090740485468;3;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;45069.4821666657;250.095291663456;2;2;45049.05;2;0;139.371840465595;359.55485824891;0.0;3.0;135.5;381.0;200.192407448434;213.719620887153;4;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;45319.3610833332;249.878916667512;1;1;45299.06;3;0;226.703022153042;332.170181034725;1.0;3.0;244.5;340.0;105.688220724923;91.5240724675804;5;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;45652.6875000018;333.326416668569;1;1;45616.04;4;0;379.926778312113;480.476333890781;3.0;5.0;396.0;476.5;186.724395835145;213.242196636731;6;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;45869.4280416676;216.740541665786;1;0;45849.09;5;0;385.073664703088;352.332089616535;3.0;3.0;374.0;356.5;120.451234945932;128.247564421861;7;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;46452.9239166659;349.598208333191;2;0;46416.15;5;0;403.794577815405;587.777339549439;3.0;6.0;402.5;591.5;312.330754169358;236.18835344641;9;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;46652.9104166657;199.986499999795;3;3;46632.43;5;0;458.244605149298;490.000713157157;4.0;5.0;461.5;496.5;87.4642784226795;111.915477684356;10;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;47252.763958335;283.304166667222;1;0;47232.46;6;0;367.868641997016;210.114842634965;3.0;1.0;384.5;199.5;106.531685427388;294.115479418659;12;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;47602.8925833343;350.128624999343;2;2;47582.49;6;0;324.18447624357;179.269255676496;2.0;1.0;323.0;177.5;61.7272225197279;53.4766918609131;13;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;48652.9349583325;699.903916665789;1;0;48632.52;7;0;444.894066942998;259.518802940148;4.0;2.0;449.0;273.0;29.1547594742265;144.951009388843;15;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;49219.6371249993;566.702166666801;2;2;49199.22;7;0;631.993021211683;362.898797254661;6.0;3.0;647.0;374.5;224.749860956575;213.760243995239;16;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;49503.0696666654;283.432541666116;1;0;49482.63;8;0;533.608036627687;520.414316431949;5.0;5.0;537.5;513.0;170.41420128616;185.71683815229;17;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;49736.8230416687;233.753375003289;2;2;49716.28;8;0;661.716925604253;561.42315510043;6.0;6.0;672.0;565.0;128.884638339874;134.512498615362;18;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;50103.0860833343;366.263041665661;1;1;50082.63;9;0;627.353657139773;632.849068308489;6.0;7.0;619.5;637.0;93.6002136749698;79.2621933658609;19;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;51119.7552916674;250.01337499998;1;0;51099.39;10;0;813.121175595377;328.301863538124;8.0;3.0;824.0;318.5;78.353366232728;356.733192801841;22;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;52586.5900833342;583.617166666954;2;0;52566.47;10;0;802.531066824059;580.967309393049;8.0;6.0;816.0;586.5;5.65685424949238;252.88728305879;25;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target1;redDot100S;53169.9315000005;583.341416666372;3;3;53149.47;10;0;744.188259244837;357.087647751455;7.0;3.0;750.0;361.5;234.543172998064;231.356837143364;26;0;0;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;53703.1277499991;533.196249998582;1;0;53682.85;11;0;122.190696395633;571.666026750649;0.0;6.0;129.5;585.0;660.512111925285;657.970249269882;27;0;1;0
21;21;f;0;0;r/g;0;40;50;0.0;target2;greenDot100S;54286.7292083356;583.601458336489;2;2;54266.47;11;11;901.458654119033;187.986755932595;9.0;1.0;919.5;194.0;874.305438619708;868.601365869219;28;0;0;0
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;1216.89741666705;0.0;1;1;1214.33;1;0;124.386108194337;595.673986804933;0.0;6.0;128.0;609.5;0.0;0.0;1;0;2;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;1452.17216666788;235.274750000826;1;1;1447.64;2;0;131.957263981799;498.542049304532;0.0;5.0;137.0;482.0;108.758907681164;97.4265655893697;2;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;1851.76245833645;399.590291668574;1;1;1847.75;3;0;309.408871366744;361.145334031305;2.0;3.0;323.0;367.0;206.27711942918;224.425779114996;3;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;2167.37541666953;315.612958333077;1;1;2164.41;4;0;148.23071991136;199.839255088725;0.0;1.0;133.0;209.5;242.390181319294;228.030804082266;4;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;2435.63020833608;268.25479166655;1;0;2431.44;5;0;108.819878008296;96.0762218832789;0.0;0.0;99.0;86.5;129.338702637687;110.995412155201;5;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;2750.71154166653;315.081333330454;2;0;2747.78;5;0;295.18367137456;135.242445332883;2.0;0.0;280.0;133.5;171.108883463133;190.434914175862;6;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;3535.65116666869;784.939625002153;3;3;3531.43;5;0;491.082973140372;268.642817186283;4.0;2.0;485.0;262.5;237.760383579771;237.006741766891;7;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;4436.07350000093;250.484208332637;1;0;4431.49;6;0;494.246320051237;562.846994600937;4.0;6.0;509.5;549.5;68.5456052566465;294.221183418039;10;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;4935.5432500015;499.469750000571;2;0;4931.52;6;0;289.881805174457;639.940406257773;2.0;7.0;298.0;647.5;238.269805053011;218.422180791494;11;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;5802.36983333452;516.53074999922;3;3;5797.93;6;0;405.331357041076;570.545969112776;3.0;6.0;409.5;571.5;20.9880918618154;134.700359809743;13;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;6341.63500000068;539.265166666155;1;1;6338.85;7;0;558.466640478569;588.869165928038;5.0;6.0;566.0;590.5;161.438068620756;154.227606397208;14;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;6767.40358333336;425.768583332683;1;1;6764.58;8;0;704.413193928033;675.49184817213;7.0;7.0;701.0;671.0;159.615945318756;169.717074989343;15;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;6985.59920833577;218.195625002409;1;1;6981.64;9;0;739.752932190908;586.337487924461;7.0;6.0;742.0;571.5;94.7048045243746;95.9030607001659;16;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;7267.63550000032;282.036291664554;1;0;7264.66;10;0;827.724217983235;665.971911445936;8.0;7.0;835.5;660.5;126.926159636223;118.661655700369;17;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;7685.75233333468;418.116833334352;2;0;7681.67;10;0;729.800234518016;428.27094064362;7.0;4.0;740.0;442.5;234.218914693071;257.081423012361;18;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;8066.93749999977;381.185166665091;3;3;8064.61;10;0;551.176600136956;354.11058659757;5.0;3.0;561.5;371.5;189.79594305464;193.406723956883;19;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;8752.49966666888;451.418791668402;1;0;8748.18;11;0;918.536694527255;407.498919061569;9.0;4.0;927.5;408.0;373.33798360199;371.219278855147;21;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;8952.59237500068;200.092708331795;2;2;8948.15;11;0;884.665796288748;273.377850236258;9.0;2.0;877.0;282.0;127.174093273748;138.331843226088;22;0;0;1
21;21;f;1;0;r/g;0;40;50;0.0;target1;redDot100S;9685.57129166948;367.817583333817;1;1;9681.77;12;0;577.367063948005;205.265214521364;5.0;1.0;568.0;221.5;343.631343157169;314.756798246292;24;0;1;1
21;21;f;1;0;r/g;0;40;50;0.0;target2;greenDot100S;10150.6708333363;465.099541666859;1;1;10148.13;13;13;879.85324727299;112.385356396524;9.0;0.0;880.0;107.5;316.542651154627;316.424650031894;25;0;1;1
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;837.43454166688;0.0;1;0;817.15;1;0;219.980238525234;641.221382958503;1.0;7.0;227.0;636.0;0.0;0.0;1;0;2;0
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;1103.88862499894;266.454083332064;2;0;1083.67;1;0;142.396025879213;648.271185065451;0.0;7.0;145.5;646.5;75.0416550990182;77.9038494661865;2;0;0;0
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;1404.00970833434;300.121083335398;3;3;1383.57;1;0;148.937087579397;422.670997129731;0.0;4.0;148.0;428.0;206.505447870026;225.694993929413;3;0;0;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;1953.70808333246;249.845250000362;1;1;1933.39;2;0;285.525077451349;282.440546807503;2.0;2.0;281.0;269.5;84.6463230152379;195.757140801646;5;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;2287.39704166583;333.688958333369;1;1;2267.21;3;0;290.34895950658;342.596251410039;2.0;3.0;303.0;350.0;78.9255978754675;60.3488080603952;6;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;2653.88358333439;366.486541668564;1;1;2617.26;4;0;226.442610449597;206.388835378274;1.0;1.0;216.5;199.0;170.315149061967;150.454250959697;7;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;2920.68587500034;266.802291665954;1;1;2900.22;5;0;151.985509742603;111.57771942056;0.0;0.0;147.0;129.0;99.0580637807947;120.552924289868;8;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;3554.07375000141;283.335791667923;1;0;3517.43;6;0;487.820047933584;402.807326599478;4.0;4.0;492.0;412.5;79.7276614482075;444.52167679376;10;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;3870.74275000123;316.66899999982;2;0;3841.54;6;0;493.383623432742;364.189467863731;4.0;3.0;505.0;368.5;40.6970514902493;39.0165655288742;11;0;0;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;4137.34124999974;266.598499998508;3;3;4117.34;6;0;404.531937049377;438.618703287148;3.0;4.0;405.5;447.5;123.600161812192;115.906571249788;12;0;0;0
21;21;f;2;0;r/g;0;40;50;0.0;target1;redDot100S;4470.80637500039;333.465125000657;1;1;4450.34;7;0;564.372443905449;582.971524183501;5.0;6.0;565.5;586.0;201.336161679913;215.37577517618;13;0;1;0
21;21;f;2;0;r/g;0;40;50;0.0;target2;greenDot100S;4737.37354166587;266.567166665482;1;0;4717.55;8;0;660.489733667884;514.211857830188;6.0;5.0;676.5;522.0;115.793998117346;118.17963068268;14;0;1;0
