participantN;age;gender;trialN;task;condition;FeatConj;setSize;proportion;timelimit;col;row;imgName;stType;posX;posY
124;0;;0;0;r/g;0;80;50;0.0;3.0;5.0;redDot100S;target1;377.744971555506;508.223608669311
124;0;;0;0;r/g;0;80;50;0.0;0.0;4.0;redDot100S;target1;133.843043459982;399.165561322392
124;0;;0;0;r/g;0;80;50;0.0;1.0;0.0;redDot100S;target1;210.763241557363;103.484467870331
124;0;;0;0;r/g;0;80;50;0.0;3.0;0.0;redDot100S;target1;386.062336159601;123.23109154076
124;0;;0;0;r/g;0;80;50;0.0;8.0;4.0;redDot100S;target1;829.346058295249;406.784068027295
124;0;;0;0;r/g;0;80;50;0.0;6.0;1.0;redDot100S;target1;615.465331148906;188.607280301554
124;0;;0;0;r/g;0;80;50;0.0;6.0;7.0;redDot100S;target1;658.119784679178;633.107870820715
124;0;;0;0;r/g;0;80;50;0.0;9.0;3.0;redDot100S;target1;898.42237331246;349.917033943593
124;0;;0;0;r/g;0;80;50;0.0;5.0;2.0;redDot100S;target1;578.037414614851;281.362778902808
124;0;;0;0;r/g;0;80;50;0.0;9.0;7.0;redDot100S;target1;919.026550362201;651.779283349636
124;0;;0;0;r/g;0;80;50;0.0;5.0;3.0;redDot100S;target1;577.44787253886;367.961275433249
124;0;;0;0;r/g;0;80;50;0.0;1.0;5.0;redDot100S;target1;236.503516658683;491.940456128102
124;0;;0;0;r/g;0;80;50;0.0;1.0;6.0;redDot100S;target1;199.898892847799;581.953772724844
124;0;;0;0;r/g;0;80;50;0.0;2.0;6.0;redDot100S;target1;322.570067627558;556.476976684632
124;0;;0;0;r/g;0;80;50;0.0;1.0;7.0;redDot100S;target1;230.651902339877;641.894037333461
124;0;;0;0;r/g;0;80;50;0.0;9.0;4.0;redDot100S;target1;872.572409150492;435.840240268474
124;0;;0;0;r/g;0;80;50;0.0;5.0;1.0;redDot100S;target1;534.709009492369;179.04150805379
124;0;;0;0;r/g;0;80;50;0.0;0.0;3.0;redDot100S;target1;151.347477808691;351.414931059383
124;0;;0;0;r/g;0;80;50;0.0;8.0;5.0;redDot100S;target1;801.062182629047;476.669231882362
124;0;;0;0;r/g;0;80;50;0.0;2.0;4.0;redDot100S;target1;298.175986257303;418.742972970345
124;0;;0;0;r/g;0;80;50;0.0;7.0;3.0;greenDot100S;target2;739.014901871903;329.226737644231
124;0;;0;0;r/g;0;80;50;0.0;5.0;0.0;greenDot100S;target2;551.836437060067;106.650104142449
124;0;;0;0;r/g;0;80;50;0.0;3.0;3.0;greenDot100S;target2;408.876424304338;360.438799212427
124;0;;0;0;r/g;0;80;50;0.0;2.0;2.0;greenDot100S;target2;280.965011765709;290.911966163186
124;0;;0;0;r/g;0;80;50;0.0;7.0;5.0;greenDot100S;target2;722.771901748605;489.354686642095
124;0;;0;0;r/g;0;80;50;0.0;4.0;7.0;greenDot100S;target2;460.121010277478;665.664235910767
124;0;;0;0;r/g;0;80;50;0.0;8.0;6.0;greenDot100S;target2;808.035696395215;558.714765656701
124;0;;0;0;r/g;0;80;50;0.0;0.0;2.0;greenDot100S;target2;119.0328990714;260.939865677315
124;0;;0;0;r/g;0;80;50;0.0;7.0;4.0;greenDot100S;target2;722.885611633067;422.604410324345
124;0;;0;0;r/g;0;80;50;0.0;5.0;4.0;greenDot100S;target2;531.441702640817;422.789724915419
124;0;;0;0;r/g;0;80;50;0.0;7.0;6.0;greenDot100S;target2;745.641820899386;591.916992010494
124;0;;0;0;r/g;0;80;50;0.0;8.0;3.0;greenDot100S;target2;785.522951101053;342.585268648119
124;0;;0;0;r/g;0;80;50;0.0;6.0;3.0;greenDot100S;target2;660.756296615029;349.861676351905
124;0;;0;0;r/g;0;80;50;0.0;2.0;1.0;greenDot100S;target2;277.249688595421;214.628332344325
124;0;;0;0;r/g;0;80;50;0.0;0.0;6.0;greenDot100S;target2;141.394274709794;573.607000627602
124;0;;0;0;r/g;0;80;50;0.0;4.0;3.0;greenDot100S;target2;479.888662418871;363.809434952564
124;0;;0;0;r/g;0;80;50;0.0;4.0;6.0;greenDot100S;target2;456.900664957572;580.742443069042
124;0;;0;0;r/g;0;80;50;0.0;1.0;1.0;greenDot100S;target2;210.835428701641;204.708349868214
124;0;;0;0;r/g;0;80;50;0.0;9.0;1.0;greenDot100S;target2;904.437427082384;174.827784915516
124;0;;0;0;r/g;0;80;50;0.0;5.0;5.0;greenDot100S;target2;544.364904155796;517.85609194557
124;0;;0;0;r/g;0;80;50;0.0;8.0;1.0;blueDot100S;distractor1;796.576371113585;201.859981944896
124;0;;0;0;r/g;0;80;50;0.0;9.0;0.0;blueDot100S;distractor1;899.212541865703;98.0534063186748
124;0;;0;0;r/g;0;80;50;0.0;3.0;2.0;blueDot100S;distractor1;365.796701511828;247.361106356579
124;0;;0;0;r/g;0;80;50;0.0;4.0;0.0;blueDot100S;distractor1;447.589322816078;109.035495826332
124;0;;0;0;r/g;0;80;50;0.0;0.0;1.0;blueDot100S;distractor1;121.393168573378;197.335918815363
124;0;;0;0;r/g;0;80;50;0.0;1.0;3.0;blueDot100S;distractor1;214.756810881496;335.59487730964
124;0;;0;0;r/g;0;80;50;0.0;9.0;6.0;blueDot100S;distractor1;883.578344632397;564.98663574452
124;0;;0;0;r/g;0;80;50;0.0;2.0;0.0;blueDot100S;distractor1;309.903127765899;115.423327027163
124;0;;0;0;r/g;0;80;50;0.0;6.0;4.0;blueDot100S;distractor1;624.494900368943;443.543945146038
124;0;;0;0;r/g;0;80;50;0.0;3.0;6.0;blueDot100S;distractor1;399.127542963027;562.449900976105
124;0;;0;0;r/g;0;80;50;0.0;8.0;2.0;blueDot100S;distractor1;831.311911844498;281.381396888355
124;0;;0;0;r/g;0;80;50;0.0;9.0;5.0;blueDot100S;distractor1;873.325285958721;506.165661079931
124;0;;0;0;r/g;0;80;50;0.0;1.0;4.0;blueDot100S;distractor1;191.038442143734;420.844677099417
124;0;;0;0;r/g;0;80;50;0.0;7.0;0.0;blueDot100S;distractor1;746.234184030516;134.208292066436
124;0;;0;0;r/g;0;80;50;0.0;2.0;7.0;blueDot100S;distractor1;285.894006450733;669.733322598065
124;0;;0;0;r/g;0;80;50;0.0;3.0;7.0;blueDot100S;distractor1;384.867319535404;651.493170477684
124;0;;0;0;r/g;0;80;50;0.0;4.0;1.0;blueDot100S;distractor1;484.712639780136;197.621116752059
124;0;;0;0;r/g;0;80;50;0.0;4.0;4.0;blueDot100S;distractor1;469.788429263192;415.524185687072
124;0;;0;0;r/g;0;80;50;0.0;0.0;7.0;blueDot100S;distractor1;150.546236168671;637.459334329048
124;0;;0;0;r/g;0;80;50;0.0;8.0;0.0;blueDot100S;distractor1;827.404079020421;136.090877111523
124;0;;0;0;r/g;0;80;50;0.0;6.0;0.0;yellowDot100S;distractor2;657.598877326829;136.056396369921
124;0;;0;0;r/g;0;80;50;0.0;7.0;1.0;yellowDot100S;distractor2;713.634416181776;194.292031060968
124;0;;0;0;r/g;0;80;50;0.0;6.0;2.0;yellowDot100S;distractor2;653.36311130418;282.416208424758
