participantN;age;gender;trialN;task;condition;FeatConj;setSize;proportion;timelimit;stType;imgName;timeTS;timeRel;runLength;runTest;touchTS;runN;runNH;stPosX;stPosY;col;row;touchX;touchY;touchDist;targDist;touchN;error;switches;changeScreen
13;0;;0;0;b/y;0;80;50;0.0;distractor2;greenDot100S;890.678750001825;0.0;1;1;854.06;1;1;545.082129013797;491.270383353722;5.0;5.0;555.0;496.0;0.0;0.0;1;1;2;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;2697.03679165104;0.0;1;0;2694.56;1;0;564.919969936282;560.816956503815;5.0;6.0;547.5;562.5;0.0;0.0;1;0;2;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;3932.40866664564;401.990499987733;2;2;3927.89;1;0;578.827954569133;648.876048923905;5.0;7.0;575.5;654.0;28.1369358900751;89.1506354121923;4;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;4363.58787497738;431.179208331741;1;0;4361.51;2;0;621.191777246909;634.064896641281;6.0;7.0;618.0;626.0;50.4008928492343;44.8783210895096;5;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;4865.70045832195;502.112583344569;2;2;4861.64;2;0;471.606950161352;632.083450544627;4.0;7.0;466.5;643.0;151.558569536665;139.597949928534;6;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;5265.64958330709;399.949124985132;1;0;5261.63;3;0;397.791299379925;571.840416387808;3.0;6.0;390.5;586.0;92.9421863310736;95.2783997804331;7;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;5697.16537499335;431.515791686252;2;2;5694.66;3;0;299.941934023053;480.924133859424;2.0;5.0;303.0;492.5;129.893225381365;133.567462022747;8;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;6013.94437497947;316.778999986127;1;0;6011.67;4;0;368.846432737273;515.970573270077;3.0;5.0;366.0;525.5;73.1317304594934;77.3051237467079;9;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;6420.11741665192;406.173041672446;2;0;6417.67;4;0;306.166497228912;437.580884928485;2.0;4.0;299.5;437.5;110.726013203763;100.367910975692;10;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;6765.85079164943;345.733374997508;3;0;6761.84;4;0;193.909019859707;423.135744632546;1.0;4.0;176.0;420.5;123.540479196092;113.181776362898;11;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;7130.5825416639;364.731750013471;4;0;7128.09;4;0;232.476184109037;589.416993731636;1.0;6.0;224.0;590.5;178.020364003672;170.685542548883;12;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;7447.77658331341;317.194041650509;5;5;7444.82;4;0;150.346902389399;564.501218326686;0.0;6.0;136.0;566.5;76.5261393250698;85.8254902684139;13;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;7915.93829164049;468.161708326079;1;0;7911.87;5;0;284.419155526528;339.277138619352;2.0;3.0;279.0;334.0;263.941281348712;262.109242762025;13;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;8330.66562499152;413.727333351038;2;0;8328.18;5;0;103.744863933173;328.607730634818;0.0;3.0;106.0;335.5;165.5188810982;180.989049132485;15;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;8766.35154164978;435.685916658258;3;0;8761.86;5;0;198.329360259904;254.553009294328;1.0;2.0;208.0;245.5;137.968293459041;120.126303107184;16;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;9030.65995831275;264.308416662971;4;4;9028.16;5;0;286.113119201358;269.391181538298;2.0;2.0;296.0;272.5;99.3201892869723;89.0299683137694;17;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;9297.38008332788;266.720125015127;1;0;9294.88;6;0;208.711665369437;208.33077704513;1.0;1.0;194.0;216.5;109.713401971665;98.5875897670225;18;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;9547.75833332678;250.378249998903;2;2;9544.87;6;0;211.680460582882;124.540135904355;1.0;0.0;222.5;109.5;110.80839318391;83.8432085024811;19;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;9797.38874998293;249.630416656136;1;1;9794.91;7;0;132.27276987746;131.120513783676;0.0;0.0;130.0;133.0;92.5648421378225;69.7189269172054;20;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;10015.9536249994;218.564875016455;1;0;10011.91;8;0;105.62704667724;173.088680658011;0.0;1.0;95.5;182.5;62.3097103186975;55.7156715804382;21;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;10331.1798333307;315.226208331296;2;0;10328.27;8;0;387.576455694784;326.958480348431;3.0;3.0;397.0;319.0;330.904820152261;321.203026919286;22;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target1;blueDot100S;10549.2352499859;218.055416655261;3;3;10544.98;8;0;394.041049213605;256.968701692905;3.0;2.0;383.0;245.0;70.1231060350296;70.2876951223545;23;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;10816.1203749769;266.885124990949;1;0;10812.07;9;0;477.810792552056;401.056518369609;4.0;4.0;460.0;412.5;179.567536041357;166.669339752846;24;0;1;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;11216.1737499991;400.053375022253;2;0;11212.11;9;0;532.199593573562;262.607056120651;5.0;2.0;534.5;242.0;183.559935715831;138.749437893333;25;0;0;0
13;0;;1;0;b/y;0;80;50;0.0;target2;yellowDot100S;11747.9750416533;531.801291654119;3;3;11745.01;9;0;379.84642847962;127.150780957883;3.0;0.0;373.0;117.0;224.617452572135;203.862427619985;26;0;0;0
