participantN,age,gender,trialN,task,condition,FeatConj,setSize,proportion,timelimit,stType,imgName,timeTS,timeRel,runLength,runTest,touchTS,runN,runNH,stPosX,stPosY,col,row,touchX,touchY,touchDist,targDist,touchN,error,switches,changeScreen,resp_pos,grouping_selected,grouping_same,grouping_switch,strict_line,blocked_grouped,ratio,run_length,cl_same,cl_other,cl_same_color,cl_same_shape
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,17847.5947916741,416.594166657887,15,0,17811.0,2,0,459.699500902721,504.279354422555,4.0,5.0,464.5,517.5,177.002824836216,180.647341269589,35,0,0,0,"[459.7, 504.28]",0,0,0,1,0,0.3010299956639812,13.0,84.78296291118873,121.39705803684039,77.18118164423238,98.13837679521707
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,18064.3479583377,216.753166663693,16,0,18044.03,2,0,400.018161961226,564.496014050256,3.0,6.0,393.0,572.5,89.9027252089724,84.7815328628111,36,0,0,0,"[400.02, 564.5]",0,0,0,1,0,0.2218487496163564,14.0,84.78296291118873,122.39236904317195,91.77216680453827,79.95897072874311
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,18264.7447916679,200.39683333016,17,0,18244.02,2,0,487.207574583656,586.999603234974,4.0,6.0,484.0,602.5,92.9731143933557,90.0466834460818,37,0,0,0,"[487.21, 587.0]",0,0,0,1,0,0.1249387366082999,15.0,87.17452896345357,51.17471445938902,105.19349266946126,146.94220156238302
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,18698.3802083414,433.635416673496,18,0,18661.13,2,0,579.421015829785,440.391353049359,5.0,4.0,592.5,442.0,192.065743952429,173.197279912073,38,0,0,0,"[579.42, 440.39]",0,0,0,1,0,0.0,16.0,73.24755968631314,105.46553228424914,68.79693089084716,91.47612202099519
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,19264.4395000243,566.059291682905,19,0,19243.97,2,0,236.223371902152,401.781754055908,1.0,4.0,232.0,406.5,362.053172890392,345.362597760547,39,0,0,0,"[236.22, 401.78]",0,0,0,1,0,-0.1760912590556812,17.0,94.95725196107988,148.60597901834228,46.77283934079691,86.21776209111441
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,19531.0340833385,266.594583314145,20,20,19511.13,2,0,238.030517903345,496.72441263849,1.0,5.0,225.5,497.0,83.8361497207499,94.9598557043884,40,0,0,0,"[238.03, 496.72]",0,0,0,1,0,-0.4771212547196624,18.0,175.59865745500443,77.36930657566992,85.2281320926371,124.08745182330078
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,20231.1083333334,700.074249994941,1,0,20211.16,3,0,236.833296986749,574.080315612542,1.0,6.0,238.5,592.0,94.3994173710834,77.3651669865328,41,0,1,0,"[236.83, 574.08]",0,0,0,0,0,0.3010299956639812,19.0,109.78516475371343,77.36930657566992,94.36930539110688,41.8891167249919
1,0,  ,0,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,20464.7469166666,233.638583333232,2,2,20444.2,3,3,127.634423686882,585.397089312401,0.0,6.0,130.0,592.0,109.041276588272,109.783711437236,42,0,0,0,"[127.63, 585.4]",0,0,0,0,0,0.0,0.0,109.78516475371343,141.6061524087142,94.20726352038889,84.37847355812973
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,2609.8877916811,566.557000012835,2,0,2589.58,1,0,881.436146638055,284.409658221882,9.0,2.0,895.0,282.0,219.500569475343,209.844970258442,2,0,0,0,"[881.44, 284.41]",0,0,0,1,0,-0.0434656937810903,0.0,150.33042672725972,73.60061548655699,114.40180505568961,48.65970509569494
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,3126.59429167979,516.706499998691,3,0,3106.27,1,0,905.695800662649,136.054595311139,9.0,0.0,913.5,129.0,151.953940389843,150.325498517862,3,0,0,0,"[905.7, 136.05]",0,0,0,1,0,-0.0669467896306132,1.0,150.33042672725972,114.60851495416912,38.915819405480875,198.69318483531336
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,3694.13620833075,567.541916650953,4,0,3673.41,1,0,877.629951339828,648.410977164654,9.0,7.0,889.5,654.0,523.074086530771,513.124501387564,4,0,0,0,"[877.63, 648.41]",0,0,0,1,0,-0.0917703733556453,2.0,92.1715514679014,131.14999542508565,66.19892219666416,217.84370107946657
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,3993.2855416846,299.149333353853,5,0,3971.97,1,0,785.731037432834,655.477304487318,8.0,7.0,791.0,666.5,94.6414285606467,92.1701869321972,5,0,0,0,"[785.73, 655.48]",0,0,0,1,0,-0.1180993120779945,3.0,92.1715514679014,101.29221589046215,82.06945168575217,154.8919914004595
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,5060.11591668357,1066.83037499897,6,0,5039.71,1,0,462.690938826689,400.848896364944,4.0,4.0,469.0,402.0,417.274789557193,411.327766544397,6,0,0,0,"[462.69, 400.85]",0,0,0,0,0,-0.146128035678238,4.0,78.70112197421332,67.97245692190329,52.50242089656439,85.59109124202121
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,5309.8943750083,249.778458324727,7,0,5273.39,1,0,390.898878619806,368.599537873631,3.0,3.0,397.0,367.5,77.8411844719747,78.7027384012148,7,0,0,0,"[390.9, 368.6]",0,0,0,0,0,-0.1760912590556812,5.0,78.70112197421332,37.01352320436406,89.02630847114806,145.7914856910375
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,5560.22495834623,250.330583337927,8,0,5523.37,1,0,299.070149024655,331.937248699193,2.0,3.0,313.0,343.0,86.6833317310773,98.8768882326368,8,0,0,0,"[299.07, 331.94]",0,0,0,1,0,-0.2082759424270824,6.0,78.60490887978945,120.72287107255195,82.61640575575773,80.75428905017986
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,5910.04095834796,349.816000001738,9,0,5873.45,1,0,275.752332398547,513.056999616235,2.0,5.0,280.5,520.5,179.201004461471,182.614579769689,9,0,0,0,"[275.75, 513.06]",0,0,0,0,0,-0.2430380486862944,7.0,113.96883477512614,110.76138316218339,57.56148104418437,116.98744718985881
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,6193.4789166844,283.437958336435,10,0,6173.55,1,0,123.843887468417,491.88426787168,0.0,5.0,124.5,498.0,155.936685869618,153.376856828587,10,0,0,0,"[123.84, 491.88]",0,0,0,1,0,-0.2808266095756942,8.0,94.04117927801629,154.23259610082425,65.66558383201962,167.09318507946404
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,6426.79250001675,233.313583332347,11,0,6406.5,1,0,139.365094678194,399.133719722754,0.0,4.0,142.5,414.0,82.8733974204026,94.0402682640527,11,0,0,0,"[139.37, 399.13]",0,0,0,1,0,-0.3222192947339193,9.0,94.04117927801629,64.08962864613898,86.70449699986732,118.84286516236473
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,6743.72187501285,316.929374996107,12,0,6723.53,1,0,193.715088962369,592.179475228842,1.0,6.0,202.5,597.0,192.432455682507,200.550705801815,12,0,0,0,"[193.72, 592.18]",0,0,0,1,0,-0.3679767852945944,10.0,107.28109106454875,84.48072502056318,67.40558211305648,99.07876513158617
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,7043.61929168226,299.89741666941,13,0,7023.59,1,0,276.820632322168,660.025197076081,2.0,7.0,269.5,663.0,98.6927048975759,107.282679450602,13,0,0,0,"[276.82, 660.03]",0,0,0,1,0,-0.4191293077419757,11.0,107.28109106454875,76.31917452383772,95.12850729408089,156.3138004144228
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,7727.27070833207,683.651416649809,14,0,7706.57,1,0,132.722456901639,191.089343081286,0.0,1.0,124.0,189.0,496.896870587851,490.576313453222,14,0,0,0,"[132.72, 191.09]",0,0,0,0,0,-0.4771212547196624,12.0,208.14625651209775,109.23127619871518,160.49339082965378,67.04213973315589
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,8160.65770832938,433.38699999731,15,0,8140.01,1,0,362.181554100665,285.075256903206,3.0,2.0,359.0,289.0,255.156814527851,247.961346351268,15,0,0,0,"[362.18, 285.08]",0,0,0,1,0,-0.5440680443502757,13.0,88.32003623187666,124.68174886485993,87.4677963595745,90.64327057206177
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,8760.29495833791,599.637250008527,16,0,8739.79,1,0,628.823569546186,342.023313926898,6.0,3.0,641.5,350.0,273.845303045351,272.655543863724,16,0,0,0,"[628.82, 342.02]",0,0,0,1,0,-0.6232492903979004,14.0,61.65848197936763,61.25442759507264,134.78367148879718,56.023085420208744
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,8960.34979168326,200.054833345348,17,0,8939.93,1,0,637.102222106662,403.117924445567,6.0,4.0,638.0,423.5,68.5,61.6529603721102,17,0,0,0,"[637.1, 403.12]",0,0,0,1,0,-0.7201593034059569,15.0,61.65848197936763,112.34995772139838,106.82587186632271,88.93781254337216
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,9310.23933333927,349.889541656012,18,0,9289.94,1,0,540.244722252868,263.149214382424,5.0,2.0,538.5,282.5,172.046505340853,170.213439759227,18,0,0,0,"[540.24, 263.15]",0,0,0,1,0,-0.8450980400142568,16.0,118.60393458903464,63.31412559611006,92.4137029882474,69.99944142634283
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,9676.98804166866,366.748708329396,19,0,9656.61,1,0,464.65851453356,106.4602434482,4.0,0.0,467.0,113.5,179.890244315805,173.967549875867,19,0,0,0,"[464.66, 106.46]",0,0,0,0,0,-1.021189299069938,17.0,173.96577968094758,94.2964368361817,162.33232888121825,69.38636753714667
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target1 , redSquare100S ,10277.4394583539,600.451416685246,20,20,10256.67,1,0,564.319999369564,494.12400100782,5.0,5.0,549.0,494.5,393.021627903605,400.269409879098,20,0,0,0,"[564.32, 494.12]",0,0,0,0,0,-1.3222192947339193,18.0,116.52436826689942,57.275525314046654,127.71429716362994,96.5155557410307
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,10710.5772916693,433.137833315413,1,0,10673.72,2,0,618.087449077001,513.845621409917,6.0,5.0,614.0,524.0,70.0017856915093,57.2702449735131,21,0,1,0,"[618.09, 513.85]",0,0,0,0,0,1.3010299956639813,19.0,92.8236096044536,57.275525314046654,134.45534165662593,80.69321223002581
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,10910.4112500208,199.833958351519,2,0,10890.06,2,0,544.926568655824,570.982632586614,5.0,6.0,548.5,569.0,78.6288751032342,92.8286188101905,22,0,0,0,"[544.93, 570.98]",0,0,0,0,0,1.2787536009528289,0.0,92.8236096044536,79.26810014122961,58.399250851359376,107.10550172610176
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,11160.3870000108,249.975749989972,3,0,11140.05,2,0,492.635857669133,512.531909233829,4.0,5.0,487.5,498.5,92.9004843905563,78.4270713207978,23,0,0,0,"[492.64, 512.53]",0,0,0,0,0,1.255272505103306,1.0,78.42605816946305,74.006422018633,82.91330231030491,158.84842901332078
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,11827.0195833466,666.63258333574,4,0,11806.75,2,0,365.012109475211,578.642508982551,3.0,6.0,376.0,597.5,146.807697345882,143.730416064942,24,0,0,0,"[365.01, 578.64]",0,0,0,0,0,1.230448921378274,2.0,143.59703652931003,110.76138316218339,69.98389814807403,63.83302985132385
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,12243.8513333327,416.831749986159,5,0,12223.83,2,0,202.24483115516,676.227078529879,1.0,7.0,215.5,682.5,181.827528168867,189.778647654192,25,0,0,0,"[202.24, 676.23]",0,0,0,0,0,1.2041199826559248,3.0,189.7837743327917,76.31917452383772,83.53883528036526,136.7019656040103
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,13160.5889583298,916.73762499704,6,0,13140.19,2,0,121.195909932256,337.673265229979,0.0,3.0,115.5,347.5,347.835090236738,348.120111644386,26,0,0,0,"[121.2, 337.67]",0,0,0,0,0,1.1760912590556811,4.0,219.80167879249694,64.08962864613898,57.225932058814074,95.8441490128636
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,13627.1608333336,466.571875003865,7,0,13606.85,2,0,394.868242426275,405.395766005771,3.0,4.0,393.0,407.5,285.252957916303,281.927087531588,27,0,0,0,"[394.87, 405.4]",0,0,0,0,0,1.146128035678238,5.0,175.79453120048987,37.01352320436406,109.00100916964027,78.62539157295184
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,14210.7950833451,583.634250011528,8,0,14190.25,2,0,361.119890164002,106.975871676266,3.0,0.0,360.0,115.0,293.306154043859,300.322134735439,28,0,0,0,"[361.12, 106.98]",0,0,0,0,0,1.1139433523068367,6.0,113.04771780093573,103.54130576731202,49.6105230772666,182.87796860201613
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,14511.1066666723,300.311583327129,9,0,14490.23,2,0,278.644099312597,184.286609235037,2.0,1.0,273.0,189.5,116.931603940081,113.045151238104,29,0,0,0,"[278.64, 184.29]",0,0,0,0,0,1.0791812460476249,7.0,82.08802896890627,130.91048735681952,59.649746017900185,156.50355810651718
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,14744.7852083424,233.678541670088,10,0,14723.95,2,0,220.607639264935,126.2338162489,1.0,0.0,236.5,132.5,66.1154293641053,82.0874988555207,30,0,0,0,"[220.61, 126.23]",0,0,0,0,0,1.0413926851582251,8.0,82.08802896890627,109.23127619871518,67.55547424154463,201.76085348748896
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,15377.2846250213,632.499416678911,11,0,15356.93,2,0,558.199298558691,118.380001821771,5.0,0.0,554.0,123.5,320.565905860246,337.683003460001,31,0,0,0,"[558.2, 118.38]",0,0,0,0,0,1.0,9.0,84.8480830661483,94.2964368361817,110.58083920824622,98.5421661016237
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,15560.723875009,183.439249987714,12,0,15540.29,2,0,535.160604186075,200.038096803669,5.0,1.0,541.5,202.0,78.8447842282544,84.8458950949748,32,0,0,0,"[535.16, 200.04]",0,0,0,0,0,0.9542425094393248,10.0,84.8480830661483,63.31412559611006,75.42753873751941,110.51984527676464
1,0,  ,1,0, rs/gd ,1,80,50,0.0, target2 , greenDot100S ,16144.129958353,249.991791672073,13,0,16124.02,2,0,619.89391026883,281.424316682547,6.0,2.0,614.5,290.5,84.0238061504,117.488084271924,34,0,0,0,"[619.89, 281.42]",0,0,0,0,0,0.9030899869919436,11.0,111.06320047612535,61.25442759507264,60.671775975324785,157.79284426107537
