participantN;age;gender;trialN;task;condition;FeatConj;setSize;proportion;timelimit;stType;imgName;timeTS;timeRel;runLength;runTest;touchTS;runN;runNH;stPosX;stPosY;col;row;touchX;touchY;touchDist;targDist;touchN;error;switches;changeScreen
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;11628.2821249915;0.0;1;1;11625.21;1;0;137.166927694367;663.230025233741;0.0;7.0;133.5;674.0;0.0;0.0;1;0;2;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;11927.6958333212;299.413708329666;1;1;11925.14;2;0;191.863837335437;647.939011609434;1.0;7.0;211.0;650.5;78.1174997295775;56.7940755884109;2;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;12529.7514583217;602.055625000503;1;1;12525.16;3;0;359.476478819077;674.947512809592;3.0;7.0;375.0;686.0;172.026160801199;169.774723449052;3;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;13046.4480833325;516.696625010809;1;1;13042.24;4;0;384.151353382643;562.317030809398;3.0;6.0;384.0;556.0;131.842709316822;115.300692323853;4;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;13412.8508333233;366.402749990812;1;0;13408.74;5;0;305.094406295115;501.748073062068;2.0;5.0;299.5;510.0;100.59448295011;99.5927741571321;5;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;13811.1521666578;398.30133333453;2;0;13808.77;5;0;397.211930878555;489.079434985116;3.0;5.0;400.5;496.5;100.345652621327;92.9845832711284;6;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;14211.2717916607;400.119625002844;3;3;14208.62;5;0;359.482662057746;434.556463086147;3.0;4.0;355.0;446.0;64.4088503235386;66.3042396114202;7;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;14727.2611249937;515.989333332982;1;0;14724.29;6;0;282.293415258972;424.301050699033;2.0;4.0;279.5;431.0;80.476704703908;77.8675369110374;8;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;14996.8469166779;269.585791684221;2;0;14992.33;6;0;213.389553784162;420.431678326145;1.0;4.0;213.5;421.5;66.4548719056775;69.012420394447;9;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;15363.3881666756;366.541249997681;3;0;15358.84;6;0;102.809999815571;411.920417358172;0.0;4.0;102.0;422.5;109.05617817354;110.906624248216;10;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;15846.5195416647;483.131374989171;4;0;15842.53;6;0;191.547958178648;322.836446152976;1.0;3.0;196.5;328.0;122.024587686253;125.739330991958;11;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;16179.8400833213;333.320541656576;5;5;16175.52;6;0;199.452258575847;273.581552695587;1.0;2.0;196.5;268.5;59.502100803249;49.8850929062764;12;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;16528.3217749973;348.481791676022;1;0;16525.42;7;0;196.17151783315;178.221077756751;1.0;1.0;178.5;177.0;84.6537063571348;95.4165495371025;13;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;16828.0132499931;299.691374995746;2;0;16825.49;7;0;140.110238084761;136.200245743389;0.0;0.0;137.0;126.5;80.4316480000255;70.06952786852;14;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;17110.7952916645;282.782041671453;3;0;17108.81;7;0;228.458079415062;133.095492624805;1.0;0.0;223.5;136.5;78.9588500422847;88.4023786990564;15;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;17746.3524999912;635.557208326645;4;0;17742.45;7;0;297.4061986861;206.06568977569;2.0;1.0;314.0;202.0;102.011028815516;100.391696983627;16;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;17080.0894583226;333.736958331428;5;0;17075.49;7;0;361.366223727529;194.509607981012;3.0;1.0;366.5;204.0;48.5103081729007;64.9955985413283;17;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;17446.8767500075;366.787291684886;6;6;17442.58;7;0;320.295548226348;323.500058089238;2.0;3.0;317.0;313.5;119.888489856199;135.371106980944;17;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;19497.8021666757;1050.92541666817;1;0;19492.56;8;0;578.041782765873;558.458064609766;5.0;6.0;578.0;559.0;354.055433512889;348.767025099365;19;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;19879.8508333275;382.048666651726;2;0;19875.73;8;0;558.72471578171;475.965879526609;5.0;5.0;557.0;472.0;87.0775516421999;84.7237483831295;20;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;20178.4315000114;298.580666683847;3;3;20175.59;8;0;568.285025926846;433.806371174139;5.0;4.0;570.5;440.0;30.6757233003559;43.2298932984251;21;0;0;0
17;0;;0;0;r/g;0;80;50;0.0;target2;greenDot100S;20512.0262500132;333.594750001794;1;1;20509.08;9;0;457.107447317343;403.075145565332;4.0;4.0;466.0;403.5;110.83884698065;115.346704386782;22;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;21013.3494166657;501.323166652583;1;0;21009.08;10;0;576.361778200785;368.545641232744;5.0;3.0;579.0;369.5;114.988042856638;124.152656451288;23;0;1;0
17;0;;0;0;r/g;0;80;50;0.0;target1;redDot100S;21478.6475833389;465.298166673165;2;0;21475.81;10;0;479.399771681438;259.642943157934;4.0;2.0;485.5;262.5;141.969176797699;145.812991040685;24;0;0;0
