participantN;age;gender;trialN;task;condition;FeatConj;setSize;proportion;timelimit;stType;imgName;timeTS;timeRel;runLength;runTest;touchTS;runN;runNH;stPosX;stPosY;col;row;touchX;touchY;touchDist;targDist;touchN;error;switches;changeScreen
14;23;m;0;0;b/y;0;40;50;0.0;target2;yellowDot100S;93389.259458334;0.0;1;1;93368.86;1;0;796.655549625634;112.060190025365;8.0;0.0;794.0;112.0;0.0;0.0;1;0;2;0
14;23;m;0;0;b/y;0;40;50;0.0;target1;blueDot100S;93556.3636666666;167.104208332603;1;1;93535.76;2;0;819.209041920895;186.866907502833;8.0;1.0;809.5;185.0;71.0633520177595;78.1326115937902;2;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target2;yellowDot100S;94089.0667083331;283.184291663929;1;1;94068.78;3;0;882.227884694185;267.00864236242;9.0;2.0;888.5;260.0;29.7405447159261;101.951322751541;4;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target1;blueDot100S;94539.1342500006;450.067541667522;1;0;94518.84;4;0;876.128561386093;420.387181954693;9.0;4.0;877.5;433.5;171.701048336928;153.499765968144;5;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target1;blueDot100S;94822.5847499998;283.450499999162;2;2;94802.23;4;0;900.345867772525;561.723075472296;9.0;6.0;906.0;570.5;134.536240470737;143.395650997628;6;0;0;0
14;23;m;0;0;b/y;0;40;50;0.0;target2;yellowDot100S;95072.6196249998;250.034874999983;1;1;95052.23;5;0;835.339216444421;573.726905533921;8.0;6.0;849.5;574.0;57.0;66.1056476637361;7;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target1;blueDot100S;95339.1914583335;266.571833333728;1;0;95318.85;6;0;871.818138323061;639.962345818123;9.0;7.0;877.0;651.0;71.175838597097;75.6164353237442;8;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target1;blueDot100S;95755.8603333346;416.668875001051;2;2;95721.18;6;0;648.24746839588;572.926798575435;6.0;6.0;665.0;581.5;222.486516445379;233.404389517025;9;0;0;0
14;23;m;0;0;b/y;0;40;50;0.0;target2;yellowDot100S;96272.6779583354;516.81762500084;1;0;96235.91;7;0;560.716954192782;437.975377771863;5.0;4.0;569.0;435.5;174.264167286336;160.852345004857;10;0;1;0
14;23;m;0;0;b/y;0;40;50;0.0;target2;yellowDot100S;96855.9866249998;583.308666664379;2;2;96836.08;7;0;474.161356066446;558.405670001803;4.0;6.0;483.5;561.0;145.211914111756;148.308215731957;11;0;0;0
